;tweetid;target;seen;stance;comet_intent;llm_intent;rational;text
1320;8022;illegal immigrants;1;0;to have a better life be good citizen get rid of people leader;the intention of this tweet appears to express concern about the perceived prioritization of certain groups' rights over the well-being of the nation, suggesting a fear of national decline.;Between the rights of illegals and uneducated and now obese are claimimg rights,;We are so becoming a failing nation. Between the rights of illegals and uneducated and now obese are claimimg rights, we will never survive as a country because the ills of the country will never ever keep the country going.
1321;3688;gateway drugs;1;1;to get high high. have fun use drugs;the intention of the tweet is to argue that milk and dairy products should be banned as they are a gateway drug to heroin.;Therefore, milk and dairy products are a gateway drug to heroin and should be banned;"""It should come as no surprise that the vast majority of heroin users have used marijuana (and many other drugs) not only long before they used heroin but while they are using heroin."" It should come as no surprise that the vast majority of heroin users have used milk (and many other dairy products) not only long before they used heroin but while they are using heroin. Therefore, milk and dairy products are a gateway drug to heroin and should be banned."
1322;6093;drilling;1;0;to be a leader make point in control charge;the intention of the tweet towards target 'drilling' is to criticize and oppose it.;we have a sick, greed-driven group of people making and reporting on our energy and;The fact that the newspaper of record can host a debate on the proposed expansion of off-shore drilling, with all we know about climate change, with the history of the BP disaster, should be all the proof anyone needs that we have a sick, greed-driven group of people making and reporting on our energy and economic policies. Unless the people rise up and challenge this insanity, people like Rob Whittman will see to it that we leave our children with a very bleak future.
1323;18735;a palestinian state;1;0;to be left alone alone. get rid of something avoid conflict;the tweet aims to criticize the actions of sweden and britain's parliament, arguing that they are preventing a palestinian state from being established.;The gestures made by Sweden and Britain's Parliament will stop the Palestinians from considering;The gestures made by Sweden and Britain's Parliament will stop the Palestinians from considering a compromise on boundaries. As long as Israel is blamed for the failure of negotiations, Palestinians will feel they have no reason to make any concessions to Israel, since the world says that Israel must give up territory and that Palestinians needn't do anything.
1324;5498;immigration;1;2;to make more money get a job money. earn;the intention of the tweet is to argue that the decline of moderate living-wage jobs has led to a shift in the job market, with immigrants taking on roles that were previously held by citizens who had no other choice.;low-paid immigration takes jobs from our own citizens;The reason many Americas feel low-paid immigration takes jobs from our own citizens is the decline of moderate living-wage jobs. Now, citizens who would typically have worked in factories and other unskilled roles have no choice but to move downstream into food service and lawn care. Twenty years ago when we still had a healthy job market, Mexicans were blowing leaves off lawns, skimming pools, and bussing tables for sub-minimum wage pay. No one complained that they were stealing work from citizens.
1325;1847;service employees;1;1;to be generous nice show appreciation polite helpful;the intention of the tweet is to express appreciation and support for service employees, regardless of their performance.;Serving the general public is a very hard job and deserves consideration especially if one can afford;Service employees deal with a very wide variety of good and bad customers that impart pleasant to stressful experiences. On my part even when the service is less than stellar I tip generously regardless. Serving the general public is a very hard job and deserves consideration especially if one can afford the extra.
1326;11130;new employees;1;1;to get rid of someone competition be a good employee make money.;the intention of the tweet towards target 'new employees' is to express frustration and disappointment about the non-compete clause in employment contracts.;non-competes used;If they were protecting small business that would be fine but that is not how I have seen them. I currently work for a sub 100 person company and we tried to hire someone who had been let go from a competitor 9 months earlier. The competitors was a large global company based in MA. We received a threatening letter from them about the non-compete. Because they are big and have more in annual profit than we have in annual revenue, we knew we could not challenge them in court and so we had to rescind the offer to the currently unemployed individual. This is how I have seen non-competes used.
1327;2988;syria;1;0;to be in power control charge win;the intention of the tweet towards syria is to express fear and opposition to any us intervention in the country, as it may lead to regime change and massacre of certain groups, and ultimately increase the slaughter of all non-sunis.;any attack by the US will be in violation of the laws will leads like the Libyan intervention;I fear that any attack by the US will be in violation of the laws will leads like the Libyan intervention to move on to regime change. There is never anything like limited interventions -- this is why I see this leading to a full scale ware in which we are on the side of Al Quaeda and will ensure the massacre of christians and alawites at the hands of Al Quaeda. Ultimately any intervention will mean that we will be the means to increase the slaugher of all non-Sunis and be no better than Assad himself. We have people in authority like Susan Rice and Samantha Powers that will use any excuse no matter how flimsy to indulge in regime change. They don't care that the US is broke and we have lots of problems at home. They have their eyes fixed on getting rid of Assad and they don't care about the US at all.
1328;21517;declawing prevents cat overpopulation;1;2;to avoid getting sick the disease protect his family children;the intention of the tweet is to raise awareness about the importance of vaccination, highlighting the risks and consequences of not being vaccinated, using a personal experience as an example.;My son contracted pertussis at the age of 45;My son contracted pertussis at the age of 45. I suffered a spider bite and he accompanied me to a clinic in Australia (we were there on holiday) and he apparently contracted the disease in the waiting room. Adults who lived in the Australia were urged to receive a booster because of an epidemic they were experiencing at the time. Obviously, there were some people in the waiting room who had not been vaccinated. Chris, my son, was living in London at the time and the adults there were not reminded to be re-vaccinated. Although my son was a healthy adult, he was ill for over a month with pertussis. Not only was he unable to actively enjoy his vacation but he was unable to travel back to London to work until his illness resolved. Luckily his two very young children had been vaccinated and he was the only one in the family who got sick. This particular communicable disease can be fatal, especially for young children or those who are immune suppressed. If you don't want your children to be vaccinated you may want to think of others who may suffer from your decision.
1329;14418;declawing cats living in apartments;1;1;to keep the cat safe healthy save his life have a pet;the intention of the tweet is to advocate for declawing cats living in apartments.;If I have to keep a pet cat I would insist on declawing it;A cat living in the wild needs its claws for climbing trees and for self defense. A pet cat kept indoors does not need its claws. If I have to keep a pet cat I would insist on declawing it. Otherwise I would forgo the pleasure of having a cat as a pet, no matter how cuddly.
1330;5919;capital gains tax;1;0;to help the poor save money make money.;criticize capital gains tax.;10-millisecond holding time is not investment and does not create jobs except for some overpaid;First, let's define capital gains. There are investments and there is gambling. 10-millisecond holding time is not investment and does not create jobs except for some overpaid Wall Street types. How about eliminating taxes on investments held for at least five years?
1331;20521;mother teresa;1;2;to make a profit money. be in control save;the intention of the tweet is to criticize ms. maryann keller's understanding of social accounting, arguing she overlooks health cost savings from pollution reduction and political advantages of eliminating middle east oil dependence.;Ms. Maryann Keller has no awareness of social accounting;Ms. Maryann Keller has no awareness of social accounting. Her logic is based solely on a dollars and cents, profit and loss mentality. If she would factor in the savings in health costs from pollution eliminated and political advantage from elimination of middle east oil dependence perhaps she might see the light.
1332;8612;real food;1;1;to believe in something know the truth it;the intention of the tweet is to promote the use of real food.;i'm not sure if i'm a fan of real food;#NAME?
1333;9362;cubicle;1;0;to get away from people everyone others be alone alone.;the intention of the tweet towards the target 'cubicle' is to criticize and suggest removing cubicles from the workplace.;Do away with cubicles? Ridiculous! In fact, they should be made higher;Do away with cubicles? Ridiculous! In fact, they should be made higher and more isolated - the workplace is not for socializing, it is for working in peace and quiet. Besides, where will the Guys place their photos of nekkid women?
1334;9694;great leaders;1;0;to not be religious believe in God god;the intention of the tweet is to challenge the belief that great leaders are saints or catholics.;The greatest humans to live in the 20th Century Mahatma Gandhi, Nelson Mandela;There are no nor will there ever be any saints nor angels on Earth. The greatest humans to live in the 20th Century Mahatma Gandhi, Nelson Mandela and Martin Luther King, Jr, were not Catholic let along saints. Dietrich Bonhoffer was Catholic. So were Isabella and Ferdinand. Alexander Hamilton, John Brown and Abraham Lincoln were not Catholics nor saints.
1335;17304;religion;1;0;to be religious. make a point not bothered religious;the intention of the tweet is to express support for the canonization of mother teresa within the roman catholic church, while also acknowledging that the vatican may not be seeking the opinions of non-catholics.;Mother Teresa's canonization is being done within the framework of the Roman Catholic Church.;Mother Teresa's canonization is being done within the framework of the Roman Catholic Church. I don't believe Vatican City is asking for the opinion of non-Catholics, atheists, agnostics, and followers of other religions. So, go ahead Catholic Church, canonize her. I'll spend my time worrying about other things.
1336;2929;legalization of marijuanua;1;0;to not be addicted get healthy healthy. safe;the intention of the tweet is to promote the legalization of marijuana by arguing that it is less dangerous and less addictive than prescription meds and heroin.;Marijuana is not addictive -- and is much less dangerous than alcohol;Marijuana is not addictive -- and is much less dangerous than alcohol. The gate-way drugs are prescription meds found in medicine cabinets everywhere. Heroin is a lot less expensive than marijuana and if marijuana were legal, and less expensive, fewer people would want heroin.
1337;15920;electric cars;1;1;to have more options save money be efficient money.;the intention of this tweet is to promote open-mindedness towards alternative fuel vehicles, using the volt as an example, and to encourage the exploration of various technological solutions for car power.;More options are always better!;While clearly the Volt is not perfect, I recall a lot of these same issues being brought up when the first hybrids were announced. Too expensive, not worth it, only die-hard environmentalists will buy them and lose money, etc. Yet today look at all the hybrids on the road. And the cost has come down. Is the Volt the answer to our car problems? Of course not. But maybe by starting to realize that gasoline isn't the only way to power a car, it'll lead to hydrogen-powered cars or fuel cells or who knows maybe a technology that doesn't even exist yet. More options are always better!
1338;7127;sport leagues;1;0;to be a good person citizen better happy;negative intention towards sport leagues.;I receive no benefits whatever from sports;It makes sense for healthcare and education to have special status. My family benefits directly and indirectly from these services. I receive no benefits whatever from sports. I never watch sports events on television and never attend a sporting event unless someone gives me free tickets.
1339;8017;obamacare;1;1;to fix the problem be a leader make difference problems;the intention of this tweet is expressing frustration and criticism towards republicans in congress for obstructing problem-solving efforts and attempting to dismantle initiatives.;It's really hard to build something when you have to deal with someone else trying to tear;I can't help but wonder how many of these problems might have been fixed if the Republicans in Congress had made a legitimate effort to help fix them, rather than devoting all of their efforts to throwing up roadblocks and trying to defund it. It's really hard to build something when you have to deal with someone else trying to tear it down at the same time.
1340;1720;home birth;1;1;to have a healthy baby pregnancy be good mother birth parent;the intention of the tweet is to promote the benefits of home births and encourage others to consider them as an option.;My home birth was by far the best decision I have ever made;This is a wonderful article. I have had 3 births, the first 2 were in the hospital, and my 3rd was at home. I had awful experiences in the hospital with feeling like my freedom was taken away. I felt like I was shackled to the bed from the moment I walked in. My home birth was by far the best decision I have ever made. The experience is almost indescribable. Don't get me wrong, my first 2 births are special to me only because it was the moment my beautiful children came into this world. I just wish I knew then what I know now. With my home birth, I had an absolutely wonderful midwife who monitored me, but also aloud me to have control and let my body do what it was meant to do: give birth. Pregnancy is not a sickness, and I refuse to allow it to be treated as such.
1341;18114;social media is not life;1;1;to make a point express his opinion be leader opinions;the intention of the tweet is to criticize the idea that social media is a substitute for real life.;Real life is not Facebook et al;"I couldn't agree more. Real life is not Facebook et al. But what is really funny about David Wygant's comments saying about the same thing si that it is followed by ""Join Room for Debate on Facebook and follow updates on twitter.com/roomfordebate"". - just what you shouldn't be doing if you want to live a real life! And yet, here am I, writing a comment..."
1342;7723;oil spills;1;0;to be a good person citizen save the environment safe;the intention of the tweet is to question the publication of a lobbyist without considering their potential influence on best practices for oil spills, and to reflect on the lessons learned from past incidents in the gulf and the atlantic.;In the late 1950s there was an oil tanker incident in the Atlantic. All I remember;Why was this lobbyist published without at least asking them we they won't also lobby for true best practices. We learned in the gulf what can go wrong. Well the Atlantic is stormier. So what new technology exists to quickly contain a spill? In the late 1950s there was an oil tanker incident in the Atlantic. All I remember about it is my mother bringing nail polish remover to the beach to clean off the tar balls from our legs.
1343;12354;charters school;1;1;to get a good education be student citizen parent educated;the intention of the tweet towards charter schools is to argue for their value in providing a safe and disruption-free learning environment for families who cannot afford private school.;Charter schools offer families without the funds to pay for private school a similar environment and the opportunity;Why should children whose parents can pay for private school be the only kids guaranteed a safe, disruption-free learning environment? Charter schools offer families without the funds to pay for private school a similar environment and the opportunity to be surrounded by other students whose parents value their education and have been socialized to behave appropriately in school.
1344;2088;medical websites;1;0;to know the truth be informed facts educated;the intention of the tweet towards medical websites is to criticize the incorrect information provided by some websites and to appreciate the reliable information provided by others.;I basically avoid forums as they are full of the anecdotal gibberish;When my husband was diagnosed with late stage, very aggressive prostate cancer 13 years ago, I did turn to the internet. I went to respected, reliable web sites. I got enough knowledge from them to help us choose a urologist as at least 2 of the 4 we interviewed, told us information that was just plain incorrect. They tried to sugar coat his disease when we needed facts. Finally, we found a doctor who listened to us and then told us what we needed to know. I basically avoid forums as they are full of the anecdotal gibberish of people who often are very uneducated but very opinionated. The only thing I ever learned on them was about a specialists at Columbia Presbyterian (we did see him) and how to travel with my percussion vest on small planes. My pulmonologist appreciates that I do know a great deal about my disease and that I know my body very well. I appreciate that he knows a great deal more about medicine than I do. Together, we keep me in pretty decent shape.
1345;21376;tip;1;2;to be in charge control a leader fair help people;the intention of the tweet towards target 'tip' is to argue against providing corporations with full 14th amendment rights and to suggest that personal responsibility should be held accountable for corporate law breakers.;The key to corporate regulation is not to provide a corporation with full 14th amendment rights;The key to corporate regulation is not to provide a corporation with full 14th amendment rights, After all if an individual is convicted of breaking a law he/she may be subject to incarceration. Corporate law breakers may be subject to fines but rarely prison terms. The Board of directors is a good place to start handing out personal responsibility.
1346;12478;everyone;1;1;to be healthy healthy. informed eat;the intention of the tweet is to inform and educate everyone about the importance of animal products in children's diets and the negative effects of soy on babies.;This should be required reading for ALL prospective parents!;"Awesome article! Children need animal products in their diet to thrive. Refer to Chris Kresser's "" The healthy baby Code"" for all the latest SCIENCE on the subject. This should be required reading for ALL prospective parents! Soy is NOT good for babies .. this is gone into extensively on ""The Weston A Price Foundation"" site. Keep up the good work Nina!"
1347;18700;american unemployment;1;0;to have a better life get deal rid of jobs save money.;criticize;There is a correlation between our high unemployment rate and outsourcing;I'm sick of proponents glorifying the benefits of outsourcing because Americans have lost their jobs, thanks to lobbyists, political leanings and Wall Streets' focus on the bottom line. There is a correlation between our high unemployment rate and outsourcing. Off-shoring is the appropriate word but when you are one of the millions whose job is gone, off-shoring and outsourcing mean the same thing: no job. The biggest fear now is that when Tea Partiers and Republicans finish taking the government apart with the rataionale of getting spending under control, unemployment may be higher. Because outsourcing has the mantra of cheapest and lowest cost, our neighbors and children pay the cost. The wages paid in India, China, Brazil are not enough to support American lifestyles, communities and housing. Having seen the devastation that outsourcing has done to communities I've traveled to, I no longer support it. The devastating cost has long outweighed the benefits.
1348;9738;homicides down;1;1;to know the truth understand situation facts be safe;the intention of the tweet is to inform the target that the homicide rate is lower than it has ever been, and that the news often reports on high-profile murders, leading people to believe the murder rate is higher than it actually is.;homicide is way down;Obama is absolutely right. But it's not just death in war - homicide is way down. People think that the murder rate is high because the news tells us about horrible murders. It is a fact that the homicide rate is lower than it has ever been: you were far more likely to die by murder in every other era. We have the data for Western Europe going back about 1000 years, and the murder rate is lower than its ever been. Even hunter gatherers, whom we like to glorify as living peaceful, natural lives, had higher murder rates than we do.
1349;7548;rich politicans;1;0;to be a good person citizen get rid of people make point;the intention of the tweet is to criticize the way rich politicians use their power and influence to avoid accountability and maintain their corrupt practices.;he who has the gold, rules;"Numbers of prosecutions by the Department of Justice is no indication of the breadth or depth of political corruption. Most corruption in government is accomplished in secret or it would not be successful. Choices are made as to how investigative and prosecutorial resources are funded and allocated. And most actions that the public would call ""corruption"" while unethical or immoral might not be illegal (large political contributions and a ""you wash my back and I'll wash yours"" mentality). Moreover, the appearance of impropriety is often as corrosive of public trust as actual impropriety or criminality. Finally, when legislation and court interpretations are subject to the golden rule - he who has the gold, rules - coming up with an adequate definition of corruption is difficult at best. And successful law enforcement is often impossible."
1350;8525;immigration;1;1;to be a leader make difference inclusive patriotic;the intention of the tweet towards target 'immigration' is to criticize the focus on trivial debates and the need for more global thinking, while also highlighting the importance of remembering the country's immigrant roots and the sacrifices made by family members in wars.;America was founded by immigrants;As a native NY'r with Irish & Italian roots I am now married to a French national and living in France. This debate seems so trivial. And I am a patriot who has family members who actually fought for our country, infantry in the world wars & vietnam, unlike some presidents. America was founded by immigrants but oddly we often forget that, especially some politicians, as they fight for the scraps offered to them by these sorts of useless debates. Finally all this fosters are the borders that we put up. Perhaps if we dropped some useless defenses we could get on with thinking more globally, to provide our children with a broader view, habitat, and life. And maybe get past this tech & media frenzied pace that it (we?) seem to have created? Not sure but I think there may be bigger fish to fry.
1351;10967;right;1;0;to be in control charge a leader fair;the intention of the tweet is to express frustration and disappointment towards the lack of progress towards achieving a single-payer healthcare system in the us, despite it being considered a right in other western countries.;Single Payer, while reasonable, and what every other Western country considers a right,;EXACTLY! BUT Single Payer, while reasonable, and what every other Western country considers a right, is just never gonna happen here...look what they are doing in response to this less-than-perfect minor changes that is trying to get more people covered. Pathetic.
1352;7356;women;1;1;to have a child family be parent independent happy;the intention of the tweet towards target 'women' is to encourage them to delay having children if they want to pursue their career ambitions and enjoy other activities.;A late child allowed me to enjoy my career, travel the world and see all kinds of late;I adopted at 40 and have no regrets. But I do wish sometimes that I had the strength I used to have a decade back. A late child allowed me to enjoy my career, travel the world and see all kinds of late night movies/plays and do trekking and a lot of other stuff that a lot of my friends just could not do because they were stuck at home with their babies. So, yes - delaying a baby definitely worked for me. My friends are now sending their kids off to college while I'm still teaching addition n subtraction - true. But I'm a happier person and a better mom because I'm not resenting my kid as the reason for not fulfilling my career ambitions or not having enjoyed my own space.
1353;1059;term papers;1;1;to prove a point make theory be leader understood;the intention of the tweet towards target 'term papers' is to argue that the rigor of term papers is essential in training young minds to think clearly.;all term papers begin with a thesis, much like this debate did;The thesis of the intro to this debate is that essays somehow free up students' thinking while the rigidity of term papers is stultifying. It's been a long time since high school and college, but I believe that all term papers begin with a thesis, much like this debate did. And the goal of a term paper is to rigorously examine all evidence supporting and conflicting with that thesis to test its validity. An essay simply puts forth a thesis and allows for a highly selective examination of evidence to support it. I truly believe the rigor of the former is essential in essential to training young minds to think clearly. Perhaps if the Tea Party members had been called upon to write term papers on economics, the nation would have preserved its credit rating and avoided our second slow-down. They would have been incapable of supporting their fiction that giving tax breaks to billionaires uplifts people the 25% of this nation who are underemployed or out of work.
1354;5196;export;1;0;to make a point be in control leader power;the intention of the tweet towards target 'export' is to criticize the reliability and accuracy of information being presented by experts in the middle east region.;"It is getting very tiresome hearing ""experts"" such as Abrahms repeat the lie";"It is getting very tiresome hearing ""experts"" such as Abrahms repeat the lie that Assad never harmed Americans. During the American occupation of Iraq, Assad sent thousands of Jihadis to kill US soldiers and Iraqi civilians. These Jihadis were responsible for the worst atrocities of the Iraq war. Only last year, Assad's chief Mufti threatened Europe with ""suicide bombers"". His father Hafez was responsible for the killing of 241 US marines in a suicide attack on their barracks in Lebanon. ""The enemy of my enemy is my friend"" is, apparently, what passes for analysis on the Middle East these days. It is a platitude by which not a single government in the Middle East has ever been known to set its policies by."
1355;21266;birthing center;1;2;to be left alone alone. in control not bothered;the author expresses concern about technology's impact on real-world communication, advocating for face-to-face interaction and relationships.;I couldn't agree more with Wygant's broader argument. What in the;"I couldn't agree more with Wygant's broader argument. What in the world is happening to us? About six months ago I attended a training course for new employees at the university where I work. I arrived about fifteen minutes early, as did about twenty other people. During the entire fifteen minutes before the instructor arrived and started the class, no one said a thing. They all watched videos, listened to music, or checked email on their smart phones. Real-world encounters and conversations are how members of the opposite sex meet each other and build relationships. But if I see someone engrossed in facebook or instant messaging, no matter how attractive she is, I will simply assume she doesn't want to be bothered. These technologies are very chick and very smart, but what we are in denial about is that they work to inhibit real world communication between human beings rather than promote it. It is a means of shutting out the world. If you have your eyes and ears buried in your smart phone or your ipod, you are not interacting with the what's happening around you; you are interacting with the technology."
1356;12775;dual citizenship;1;1;to be a citizen independent patriotic free;the intention of the tweet is to express the benefits of dual citizenship.;As a dual citizen of The United States and Bulgaria,i strongly feel that it is;As a dual citizen of The United States and Bulgaria,i strongly feel that it is a benifit. I did not want to lose my allegiance to my mother country, however i also wanted to take advantage of all the wonderful oppertunities this country has to offer because they were not available to me back home. Its a privelage that should not be taken advantage of.
1357;14032;tax credit;1;0;to get a tax break be good citizen parent person help the poor;the intention of the tweet is to advocate for tax credits for citizens without children in the school system.;if parents who home school their children get a tax break or tax credit, then the;This is ridiculous - if parents who home school their children get a tax break or tax credit, then the people without children in the school system should be afforded the same tax break....I have NO children in school, but my taxes go to support the public school system....so if home school parents get a tax break, be prepared to also offer tax credits and tax breaks to citizens who do not have children!
1358;7554;cherry-picking students;1;0;students to learn teach others;the intention of the tweet towards 'cherry-picking students' is to criticize their behavior and suggest that they are not respectful towards their fellow students.;Freedom has become a useless trope in our society because we attach no responsibility to it;Discipline is the first thing that any school worth its salt needs to teach. It is most important to teach respect for others, particularly fellow students who are there to learn not to be disrupted and distracted by this sort of thing. Freedom has become a useless trope in our society because we attach no responsibility to it. Long ago when I was attending an excellent public school we students would not have tolerated a person like the one you describe and let me say we were a remarkably tolerant class.
1359;6742;college students ' votes;1;1;to get a good grade away from school not be bothered have fun;the intention of the tweet is to criticize college students for not voting.;Don't count on them to bone of any help except the occasional rally as a relief;Only problem with students is that they do not vote. Look s recently as states which have just had primary elections during spring break. The sands of Florida and the beer was much more important than to stay in their districts to vote. Don't count on them to bone of any help except the occasional rally as a relief agent to distract from classes.
1360;13724;bar;1;1;to be a lawyer the best get job successful;the intention of the tweet towards target 'bar' is to raise the standard of the california bar exam to prevent unfit individuals from pursuing a career in law.;The California Bar Exam is supposed to be one of the toughest, but it really wasn';The California Bar Exam is supposed to be one of the toughest, but it really wasn't all that difficult. The standard should be raised so that people who are not fit to be lawyers don't waste their time on a profession that will not be good for them or their clients.
1361;3782;the bar;1;1;to be a lawyer. get good job better lawyer;the intention of the tweet towards 'the bar' is to criticize its difficulty and the perceived lack of quality among attorneys.;if a law school graduate doesn't have the discipline and intelligence to pass the bar;If a law school graduate doesn't have the discipline and intelligence to pass the bar, why should they be an attorney? We have enough lousy attorneys, Dean Allard wants to create more? Generally, my classmates who took the bar multiple times ended up where they belong, at the bottom rung of the profession.
1362;1401;muslim;1;0;to be in control charge power feel superior;the intention of the tweet towards target'muslim' is to criticize and condemn their actions of burning bibles and torah scrolls, burning down a religious sanctuary, and murdering a guard at the tomb of joseph, and to suggest that they do not respect other religions or beliefs.;I didn't see any Muslim outcry when Muslims burned Bibles and Torah scrolls;I didn't see any Muslim outcry when Muslims burned Bibles and Torah scrolls (at $35,000 @) and burnt down a religious snactuary, and murdered a guard in cold blood at the Tomb of Joseph, a holy site for Jews. Muslims are sensitive to their own beliefs and values, but seemingly have no respect whatsoever for anyone else's religion or beliefs. You get what you give. You don't give respect to others, not even lip service you don't get any respect.
1363;9632;a way to sell what was once free;1;0;to understand the economics situation business be fair understood;the intention of the tweet is to criticize the practice of charging hidden fees for services that were once free, and to suggest that it is a way to sell what was once free.;an attempt add hidden fees;"How about the quant idea of respect for PATRONS, not attitude and an attempt add hidden fees (a la movie ticket 'service fees')? And a suggested correction: ""If anyone understands anything about the economics of restaurants they would know that [ticked off patrons going elsewhere] are the difference between profit and [going out of business]."" ""If anyone understands anything about the economics of restaurants they would know that a few tables are the difference between profit and deficit."""
1364;2527;classroom teachers;1;1;to get a raise be teacher leader successful;the intention of the tweet is to criticize the current reward system for classroom teachers and suggest that it should be financially rewarding to attract more great teachers.;Make classroom teaching as financially rewarding as staff work and you'll get there;"The success stories highlighted here seem to be away from the classroom; why is that ? Because the reward system is skewed away from the very very hard work of the great classroom teacher. I understand that the idea is to use these talented few to create more great teachers. This is not a new model, however; the status quo is largely predicated on it. Make classroom teaching as financially rewarding as staff work and you'll get there. Who stands in the door( like a George Wallace) blocking this kind if revolutionary reform? Da Teachers Unions..."
1365;957;vaccination;1;1;to protect the children his others be safe;the intention of the tweet is to express strong agreement and concern about the negative impact of anti-vaccination beliefs on public health.;Our right to choose ends when those choices result in harm to others;I couldn't agree more. The decision of well-meaning but ignorant people to deprive their children of vaccinations endangers not just the children, but the children of others, and vulnerable adults. Our right to choose ends when those choices result in harm to others.
1366;624;china;1;0;to be a leader in power charge control;the intention of the tweet is to criticize china's claim to govern korea and vietnam as part of china, and to question china's ability to govern its own people and territories in a democratic and non-corrupted way.;why would the world listen to these crazy claims by chinese everytime when US sell;how about the claim that korea and vietnam are also part of china because they were part of china 1000 years ago. why would the world listen to these crazy claims by chinese everytime when US sells weapon to taiwan? Can china show to the world that it has the capacity to govern a well run democratic country? can china even demonstrate that it can govern its own people and territories in a democratic and non corrupted way?
1367;14363;homework;1;1;to learn more be productive prepared;the intention of the tweet towards target 'homework' is to argue for an extension of the school day to reduce the amount of homework and improve sleep quality.;I average 8 hours of homework every night with 6-7 hours of school in a day.;I'm in my Junior year in High School, and I take the hardest courses my school offers. I average 8 hours of homework every night with 6-7 hours of school in a day. I also work about 3 hours a day. I do not sleep. I spend most of my weekend sleeping, until Sunday where I do 12 hours of homework. I love school and I love learning, and I'd argue the school day needs to be extended. The teachers do not have enough time to teach us all we need to know, especially in AP courses. Thus, we have an incredible amount of homework, depriving us of sleep, and leading to the negative consequences Ms. Carskadon warns. So, as long as teachers have more time to teach while at the same time giving less homework, I'm all for extending the school day.
1368;5081;public workers;1;1;to make a point statement be leader respectful;the intention of the tweet towards target 'public workers' is to defend the right to free expression of the transit worker who burned a koran.;the transit worker should not have been fired;"Why is this such an important issue? Muslims should be sensible, diplomatic in their thoughts & actions; and not let this or any similar acts to be used as provocation. Let them burn a few Koran - heck, let them burn a few million copies. Burning some Korans certainly wouldn't weaken Islam. And didn't Allah said that ""I have sent you 'The Book' and I will protect it""? So why are we so threatened by some misguided acts of a few ignorant people and let the detractors sully Islam's name? On another note, the transit worker should not have been fired. It was a private, non-violent act, and if it gave him peace of mind let him have it. Muslims should even urge the transit authority to reinstate him. And it should be remembered that if we gladly accept that denying of someone's right to free expression now out of expediency; then we must also be prepared to accept the same fate in future."
1369;21554;opioid training;1;2;to be a good citizen person fair others fair.;the intention of the tweet is advocating for felon voting rights restoration after a certain period of good behavior, to prevent voter suppression.;How about a middle ground: felons, after a certain period without any more;How about a middle ground: felons, after a certain period without any more troubles with the law, except for very minor infractions, should have their voting right automatically restored - without any special processes that can be opened to voter suppression abuse.
1370;19167;mayo clinic;1;1;to be informed learn something new educated knowledgeable;the intention of the tweet towards the mayo clinic is to acknowledge its usefulness for general information but criticize its reliance on a physician's expertise.;I check out the Mayo Clinic and the NIH when I want general information;"I check out the Mayo Clinic and the NIH when I want general information. Many of us do. It has helped me determine that I didn't need treatment for subconjunctival hemorrhage, but that my daughter probably had pneumonia after a serious viral infection, and needed treatment. Using a website to substitute for knowledge that takes a physician a minimum of ten years to acquire is nuts. Using a website to gain general information is not. I know the adage - "" A little learning is a dangerous thing"" - but no knowledge is pretty dangerous too. Adjust to the era. Information is out there. Support efforts to teach people how to use it."
1371;8614;a legitimate threat;1;0;to get out of the country away from their parents situation be free;the intention of the tweet is to express concern about overpopulation as a legitimate threat to society.;The world already has too many people. One only has to pick up the newspaper to read of;The world already has too many people. One only has to pick up the newspaper to read of thousands of people risking their necks to move to countries who do not want them in order to better their standard of living. A good example of overpopulation is Haiti. Haitian have too many babies. Their people try to migrate to other countries who spend resources to find such immigrants and deport them.
1372;6799;extended families;1;1;to have a family be in control save money children;the intention of the tweet towards target 'extended families' is to criticize the idea of multiple generations living together in one household and raise concerns about the impact of c-section deliveries on the gene pool.;The young should breed - they have good genes - but older family members should raise the;"Sounds like what Stephanie Coontz calls ""two birds in a nest"" raising a family - parents and children in one household, no one else around the ideal for the 1950's - is just not a good idea for those who do not have a trust fund. The young should breed - they have good genes - but older family members should raise the children - they are more mature - and have the financial resources. Off topic - and I may be flamed for this - but what are all the C-section deliveries doing to our gene pool? Will women soon have pelvises as narrow as men - and no longer be capable at all of delivering a child - have we evolved to the point that most babies will have to be ""cut out?"
1373;2649;truth in advertising;1;1;to make a point be leader statement honest;the intention of the tweet is to criticize the use of misleading labeling in food products and advocate for truth in advertising.;Isn't truth in advertising the issue?;"1. This 'Food Babe' (neat commercial!) seems to think that her personal campaigns forced some mega food companies to change their labels. Consumer protest works, but not when it is a solo effort. A bit much self-promotion here. 2. This debate is about one word, ""natural."" Language is too complex for the debate to be about one word. The issue is can claiming in the name that something is not present. It defies logic to state in a product name that lemon is in the product when in fact there is no lemon at all. That is simply misleading (bold face lying). ""Lemon"" in common nomenclature is something that comes from the lemon plant, not it's laboratory produced analog. Isn't truth in advertising the issue? 3. My food slogan is ""I'm very careful about what I put in my mouth."" So that unfortunately means every label must be scrutinized."
